Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
Project Achilles, loss, Scarycrow, Faceless Void, Ravenn, Shadow Fiend, kitara, Timbersaw, KiritO, Gyrocopter, ito, Warlock, Prime Legion, win, Unirraros, Morphling, Flastyle, Lina, Exmile, Mars, Sqeemz, Earthshaker, unnv, Witch Doctor, 4, 35:53
Sin Compromiso, loss, Parker, Templar Assassin, DarkMago♡, Sniper, Sacred, Dawnbreaker, Genek, Nature's Prophet, Pandaboo, Clockwerk, OG.LATAM, win, K1, Terrorblade, TaiLung, Monkey King, ILICH-, Batrider, Elmisho, Silencer, MoOz, Tusk, 2, 30:10
Prime Legion, win, Unirraros, Anti-Mage, Flastyle, Rubick, Exmile, Kunkka, Sqeemz, Zeus, unnv, Witch Doctor, Moonlight Wispers, loss, Tiamani, Muerta, indra, Lina, TeRakudA, Magnus, BenZzarSi, Shadow Shaman, Stardust, Dark Willow, 4, 34:54
Shopify Rebellion, win, Timado, Gyrocopter, Yopaj-, Death Prophet, Davai Lama, Enigma, Hellscream, Clockwerk, skem, Bane, Wildcard, loss, Yamsun, Tiny, RCY, Storm Spirit, Fayde, Pangolier, Bignum, Batrider, Speeed, Warlock, 2, 30:00
Stray, win, Retsu, Razor, Stray, Queen of Pain, DkFogas, Visage, lowkez, Tusk, Vovapain, Oracle, YBN , loss, nesfeer, Chaos Knight, YBICANOOBOV, Phoenix, Limitless, Venomancer, Earthq, Spirit Breaker, good mma, Disruptor, 2, 34:29
Heroic, loss, Yuma, Kunkka, 4nalog <01, Lina, Wisper, Enigma, Scofield, Lion, KJ, Warlock, Edge , win, payk, Morphling, PiPi, Magnus, Vitaly 誇り, Pangolier, Michael~, Tusk, Yadomi, Ringmaster, 2, 33:49
Project Achilles, loss, Scarycrow, Tiny, Ravenn, Death Prophet, kitara, Mars, KiritO, Snapfire, ito, Jakiro, Freedom Fighters, win, Imissed, Phantom Assassin, Freedom13, Nature's Prophet, Xolli, Terrorblade, Akujin, Rubick, All_After_me, Crystal Maiden, 4, 38:25
Ghost Sheep, win, k@pib@r@, Razor, empty, Rubick, S4D4UCLO7, Disruptor, emo2003, Magnus, eshkeree_enjoyer, Void Spirit, Yakuza, loss, mitokiromi, Tusk, Glaidara XI, Morphling, vogel, Shadow Shaman, kismet, Dawnbreaker, meow666, Storm Spirit, 4, 39:41
Cyber Goose, win, TA2000, Abaddon, CHIRA_JUNIOR, Death Prophet, Noticed, Enigma, Prblms, Batrider, Solo, Disruptor, Nemiga, loss, bashka, Doom, young G, Lina, Covisnine, Pangolier, xsvampire, Dark Willow, monodrama, Shadow Shaman, 2, 31:21
Yoru Ryodan, loss, kmcdc, Luna, Rain, Ember Spirit, YeQiu, Brewmaster, Karma, Dark Willow, SKiLL-, Ringmaster, Wildcard, win, Yamsun, Templar Assassin, RCY, Pangolier, Fayde, Enigma, Bignum, Tusk, Speeed, Chen, 2, 22:46
Goodwin, loss, mariachi., Faceless Void, Goodwin, Tidehunter, CodeX, Mars, Lesn4ok, Crystal Maiden, Leviamur, Jakiro, Stray, win, Retsu, Drow Ranger, Stray, Slardar, DkFogas, Beastmaster, lowkez, Disruptor, Vovapain, Vengeful Spirit, 2, 19:55
Infamous, loss, JP, Lifestealer, lalatronii <, Sniper, TakeCareMia, Timbersaw,  slad1n- , Nature's Prophet, CHAAANNN, Phoenix, OG.LATAM, win, K1, Medusa, TaiLung, Lina, ILICH-, Dawnbreaker, Elmisho, Tusk, MoOz, Shadow Shaman, 2, 32:31
Okak, win, Sonic, Slark, Temarot, Windranger, BladeM1ght, Abaddon, tavt, Leshrac, life enjoyer, Centaur Warrunner, Air Defence, loss, yvs, Dawnbreaker, empty, Puck, aloxa, Lion, Shendelwisp, Batrider, ghgfd, Ursa, 4, 39:29
Allstars, loss, Dynamo, Lina, Benjimon, Dragon Knight, Blessed-Kid, Dawnbreaker, Hanzama, Shadow Shaman, Accel, Tusk, Sin Compromiso, win, Parker, Sven, DarkMago♡, Ember Spirit, Sacred, Bristleback, Genek, Muerta, Pandaboo, Clockwerk, 2, 28:20
NAVIJ, win, gotthejuice, Doom, Niku, Timbersaw, pma, Pangolier, Zayac, Rubick, Riddys, Warlock, AVULUS, loss, Knight~, Sven, Worick, Invoker, Xibbe, Dark Seer, dEsire, Ringmaster, Fly, Jakiro, 2, 33:17
TEIKO, loss, CHON, Death Prophet, vogel, Shadow Shaman, karma , Undying, Dr0nched In Sw0t, Timbersaw, kismet, Spectre, La Passion, win, 35street, Magnus, Glaidara XI, Tinker, moonboyy, Shadow Demon, eshkeree_enjoyer, Nature's Prophet, meow666, Ember Spirit, 4, 35:34
RAMZES Team, win, Cooman, Doom, UnderShock, Shadow Fiend, RAMZES666, Void Spirit, Afoninje, Techies, Ravshan, Pudge, Travoman, loss, iLTW, Wraith King, TpaBoMaH, Necrophos, PETUSHARA, Dark Seer, Shiishak., Chaos Knight, by_Owl, Silencer, 2, 32:26
Immortal Squad, win, Dreadlight, Templar Assassin, livesey, Ember Spirit, Lightcrawler, Bristleback, Qimusavoz, Gyrocopter, Shark, Disruptor, Azure Dragons, loss, Alduin, Phantom Assassin, Flame, Pangolier, Bahamut, Windranger, Tiamat, Pudge, Durandal, Witch Doctor, 4, 55:37
NAVI, loss, Yuragi, Terrorblade, Copy, Sniper, BOOM, Kunkka, Ari, Nyx Assassin, kaori, Warlock, Aurora Gaming, win, Nightfall, Omniknight, kiyotaka, Death Prophet, TORONTOTOKYO, Magnus, Mira, Dark Willow, panto, Oracle, 2, 51:47
Air Defence, loss, expected, Medusa, aloxa, Necrophos, maks0sau, Techies, ghgfd, Tiny, Shendelwisp, Gyrocopter, Dominion, win, yvs, Crystal Maiden, empty, Axe, S4D4UCLO7, Shadow Demon, akkiru1, Lifestealer, fizruk, Kunkka, 4, 42:26
Stormriders, win, HellFire, Death Prophet, Storm_blow, Magnus, NeverLove, Tiny, Mimido, Chaos Knight, Enjoer, Shadow Shaman, Peacekeepers, loss, rpuwok, Venomancer, Charliss, Luna, K1rbi, Night Stalker, Trick_K, Silencer, ShyChild, Jakiro, 4, 34:33
TEIKO, loss, Salu7e, Tusk, Dr0nched In Sw0t, Magnus, vogel, Mars, Shendelwisp, Skywrath Mage, kismet, Terrorblade, Dominion, win, S4D4UCLO7, Jakiro, empty, Tiny, Yuui-, Dark Willow, akkiru1, Wraith King, fizruk, Timbersaw, 4, 29:06
MOUZ, loss, dream`, Medusa, Abed, Monkey King, zeal, Axe, Ekki, Tusk, Seleri, Io, NAVIJ, win, gotthejuice, Doom, Niku, Puck, pma, Underlord, Zayac, Batrider, Riddys, Warlock, 2, 38:25
YBN , win, nesfeer, Lina, YBICANOOBOV, Magnus, Limitless, Mars, Earthq, Nature's Prophet, good mma, Crystal Maiden, Team Rostik, loss, zvёzd, Kez, rostislav_999, Elder Titan, 9970, Dark Seer, iful, Bounty Hunter, Vlad, Oracle, 2, 36:31
Okak, win, Sonic, Morphling, life enjoyer, Jakiro, balenci, Mars, MilAn`, Tinker, salamandra, Techies, La Passion, loss, 35street, Chaos Knight, moonboyy, Oracle, Glaidara XI, Terrorblade, eshkeree_enjoyer, Skywrath Mage, meow666, Puck, 4, 39:18
Nemiga, win, bashka, Templar Assassin, young G, Storm Spirit, Covisnine, Dawnbreaker, xsvampire, Shadow Demon, monodrama, Jakiro, L1ga Team, loss, you < <, Gyrocopter, erase, Ember Spirit, Malik, Axe, amoralis, Batrider, RESPECT, Undying, 2, 42:24
DARK , loss, wannacoffee, Naga Siren, Aboba, Void Spirit, Vahee, Legion Commander, Denz, Shadow Demon, SectumSempra, Ogre Magi, Bright Crusaders, win, VittoBossG, Razor, TwoFaced, Leshrac, Bandana, Night Stalker, Norbert, Nature's Prophet, Satoru, Phoenix, 4, 33:13
Peacekeepers, win, rpuwok, Nature's Prophet, Charliss, Queen of Pain, K1rbi, Pudge, Trick_K, Venomancer, ShyChild, Tusk, Azure Dragons, loss, Alduin, Muerta, Flame, Ember Spirit, Bahamut, Underlord, Tiamat, Marci, Durandal, Pugna, 4, 35:39
Swift Knights, loss, Pelfox, Naga Siren, billyH, Earthshaker, Melnik, Pudge, Diamond, Clockwerk, Doobie, Undying, Foxy Gaming, win, Pudre, Morphling, babyface, Queen of Pain, titik, Chaos Knight, Exterminator, Mirana, ShinraTensei, Ogre Magi, 4, 31:02
Nethercore, win, people better than me:nobody~, Anti-Mage, empty, Tiny, S4D4UCLO7, Kunkka, Yuui-, Lion, yatorrent, Nature's Prophet, Air Defence, loss, expected, Medusa, aloxa, Leshrac, ghgfd, Doom, Vishenka, Puck, Shendelwisp, Spirit Breaker, 4, 20:56
One Move, loss, eyesight, Dragon Knight, Difference, Lina, Corrupted, Centaur Warrunner, Grip, Dark Willow, bb3px, Jakiro, Cyber Goose, win, TA2000, Abaddon, CHIRA_JUNIOR, Pangolier, Noticed, Death Prophet, Prblms, Shadow Shaman, Solo, Shadow Demon, 2, 42:04
Flawless Goblins, loss, tinkywinky, Drow Ranger, ZodiAc!, Tiny, Kreen, Enigma, Okoni, Shadow Shaman, Randing, Silencer, NIGHT, win, Mezzinio, Morphling, Pigeoncatcher, Shadow Fiend, GrownMan, Lion, FrenzyMan, Skywrath Mage, Marling, Beastmaster, 4, 28:12
Immortal Squad, win, Dreadlight, Kunkka, livesey, Shadow Fiend, Lightcrawler, Medusa, Qimusavoz, Ringmaster, Shark, Lich, Stormriders, loss, HellFire, Undying, Storm_blow, Tiny, NeverLove, Phantom Lancer, Mimido, Windranger, Enjoer, Zeus, 4, 42:36
Dominion, loss, saruma, Dawnbreaker, sakura, Jakiro, salamandra, Snapfire, Vishenka, Ember Spirit, akkiru1, Ursa, Nethercore, win, people better than me:nobody~, Terrorblade, empty, Puck, S4D4UCLO7, Dark Seer, Yuui-, Bounty Hunter, pasuyu, Nature's Prophet, 4, 25:38
NOVA , loss, NP.Black l1ght, Shadow Shaman, NP.BlAze, Muerta, NP.chaveve, Sniper, NP.reneemartin, Troll Warlord, NP.infinity, Axe, LSG, win, Kintaro, Morphling, Scorpion, Queen of Pain, Cyrax, Beastmaster, Quan Chi, Disruptor, Nightwolf, Rubick, 4, 29:32
Freedom Fighters, loss, Imissed, Phantom Assassin, Freedom13, Tiny, Xolli, Terrorblade, Akujin, Keeper of the Light, All_After_me, Shadow Shaman, Moonlight Wispers, win, Tiamani, Luna, indra, Rubick, TeRakudA, Mars, BenZzarSi, Earthshaker, Stardust, Warlock, 4, 32:15
Night Vision, loss, NV.WaifuWarrior, Lifestealer, NV.mintyfresh, Tiny, NV.popcorny, Rubick, NV.Volcanus, Mars, NV.Jupitera, Crystal Maiden, Silent killer, win, sK.busow, Phantom Assassin, sK.onenen, Sniper, sK.itras, Bristleback, sK.lotorimri, Dark Willow, sK.yacathem, Jakiro, 4, 29:22
Arduina Gaming, loss, Atenea, Gyrocopter, Mejor que tu ♡, Earthshaker, 'Zaho, Shadow Shaman, Bubble, Underlord, Tyrandiris, Clockwerk, Influtonic Crew, win, Bambú, Lifestealer, Azumi, Monkey King, Dae, Centaur Warrunner, Mariori, Ringmaster, Lovely, Silencer, 4, 31:50
Edge , loss, payk, Drow Ranger, PiPi, Pangolier, Vitaly 誇り, Dark Seer, Burnin, Tusk, Yadomi, Weaver, OG.LATAM, win, K1, Tidehunter, TaiLung, Lina, ILICH-, Undying, Elmisho, Rubick, MoOz, Dark Willow, 2, 44:42
TOXIC, win, Tt. 1x1?, Templar Assassin, Tt.Rottery, Queen of Pain, Tt.Wired, Centaur Warrunner, Tt.Doopled, Grimstroke, Tt.satasatasata, Jakiro, Wild Dragon, loss, WD.Kalanno, Medusa, WD.Nyac, Shadow Fiend, WD.Javi, Tidehunter, WD.Darima, Lion, WD.Hellen, Rubick, 4, 27:22
Prime Legion, win, Unirraros, Anti-Mage, Flastyle, Storm Spirit, Exmile, Earthshaker, Sqeemz, Dark Willow, unnv, Pudge, Project Achilles, loss, Scarycrow, Gyrocopter, Ravenn, Pangolier, kitara, Mars, KiritO, Rubick, ito, Io, 4, 36:56
HolyT, win, HT.Consul, Ursa, HT.kirito, Earthshaker, HT.Nagama, Sven, HT.RAGNAR, Magnus, HT.NoticeMeSenpai, Pudge, Darkness Gaming, loss, DG.ThunderRiver, Weaver, DG.hoxi, Dragon Knight, DG.Dreadlight, Axe, DG.Ndolal, Skywrath Mage, DG.dollymy, Lion, 4, 28:27
Moonlight Wispers, loss, Tiamani, Luna, indra, Ember Spirit, TeRakudA, Beastmaster, BenZzarSi, Rubick, Stardust, Bane, Project Achilles, win, Scarycrow, Morphling, Ravenn, Nature's Prophet, kitara, Kunkka, KiritO, Pudge, ito, Sniper, 4, 37:58
HellBear, win, HH.Rakinu, Luna, HH.Harbinger, Lina, HH.Bambula, Chaos Knight, HH.Chedema, Ringmaster, HH.packout, Rubick, Vertex Pack, loss, vP.Helannt, Terrorblade, vP.Shelby, Shadow Fiend, vP.RatnBone, Legion Commander, vP.zikboss, Snapfire, vP.Pronto, Lich, 4, 31:13
Yoru Ryodan, win, kmcdc, Shadow Fiend, Rain, Void Spirit, YeQiu, Centaur Warrunner, Karma, Windranger, SKiLL-, Tusk, 9z Team, loss, innocence32, Gyrocopter, Robo-Z, Storm Spirit, drakesh1t , Doom, cutttt, Dark Willow,  newthiajess2, Nature's Prophet, 2, 32:44
Stray, loss, Retsu, Muerta, Stray, Earthshaker, DkFogas, Sand King, lowkez, Rubick, Vovapain, Disruptor, Travoman, win, iLTW, Tiny, TpaBoMaH, Sniper, PETUSHARA, Kunkka, Shiishak., Grimstroke, by_Owl, Crystal Maiden, 2, 38:38
Heroic, win, Yuma, Lina, 4nalog <01, Slardar, Wisper, Enigma, Scofield, Tiny, KJ, Treant Protector, Sin Compromiso, loss, Parker, Drow Ranger, DarkMago♡, Sand King, Sacred, Pangolier, Genek, Nature's Prophet, Pandaboo, Warlock, 2, 45:22
MOUZ, win, dream`, Monkey King, Abed, Pangolier, zeal, Axe, Ekki, Shadow Shaman, Seleri, Nature's Prophet, AVULUS, loss, Knight~, Tiny, Worick, Kunkka, Xibbe, Dark Seer, dEsire, Marci, Fly, Disruptor, 2, 69:27
1WIN, win, Munkushi~太阳, Sven, squad1x, Ember Spirit, SSS, Axe, swedenstrong, Batrider, kasane, Chen, NAVIJ, loss, gotthejuice, Medusa, Niku, Tiny, pma, Dark Seer, Zayac, Dark Willow, Riddys, Pugna, 2, 25:45
Yakuza, win, 35street, Venomancer, Glaidara XI, Rubick, meow666, Shadow Fiend, tokyodrift, Void Spirit, kismet, Riki, La Passion, loss, Shendelwisp, Invoker, Bankai, Dawnbreaker, BladeM1ght, Meepo, moonboyy, Jakiro, eshkeree_enjoyer, Sven, 4, 28:10
Freedom Fighters, loss, Imissed, Tiny, Freedom13, Queen of Pain, Xolli, Razor, Akujin, Rubick, All_After_me, Tusk, Prime Legion, win, Unirraros, Templar Assassin, Flastyle, Puck, Exmile, Beastmaster, Sqeemz, Skywrath Mage, unnv, Lich, 4, 37:18
Platoon, loss, 4ndreJkee, Shadow Shaman, Twelve, Death Prophet, kmrtymkh, Ursa, FakeDisabling, Dawnbreaker, Katari `, Oracle, CardigansGaming, win, murasame-, Morphling, Awaken, Ember Spirit, darkke, Bristleback, gR, Ringmaster, Sighted, Warlock, 4, 38:44
Infamous, win, JP, Slardar, lalatronii <, Shadow Fiend, TakeCareMia, Dawnbreaker,  slad1n- , Nature's Prophet, CHAAANNN, Oracle, Team Den, loss, Wits, Terrorblade, wonderk1d^^<, Queen of Pain, Frank, Enigma, Demon, Riki, Mjz, Naga Siren, 2, 44:21
Wildcard, loss, Yamsun, Weaver, RCY, Storm Spirit, Fayde, Kunkka, Bignum, Dark Willow, Speeed, Tinker, Shopify Rebellion, win, Timado, Sven, Yopaj-, Tiny, Davai Lama, Timbersaw, Hellscream, Batrider, skem, Chen, 2, 40:01
Goodwin, win, mariachi., Faceless Void, Goodwin, Void Spirit, CodeX, Brewmaster, Lesn4ok, Skywrath Mage, Leviamur, Jakiro, Stariy bog , loss, 4ivan, Juggernaut, Stariy Bog, Puck, Krylat, Kunkka, Flex Slut, Snapfire, Trener, Vengeful Spirit, 2, 66:52
La Passion, win, 35street, Axe, moonboyy, Ancient Apparition, eshkeree_enjoyer, Queen of Pain, Bankai, Windranger, Glaidara XI, Sven, Air Defence, loss, Kerrigan, Terrorblade, empty, Rubick, expected, Brewmaster, aloxa, Clockwerk, Shendelwisp, Shadow Shaman, 4, 40:52
NAVI, win, Yuragi, Sven, Copy, Tiny, BOOM, Axe, Ari, Shadow Demon, kaori, Warlock, L1ga Team, loss, you < <, Kunkka, erase, Storm Spirit, Malik, Centaur Warrunner, amoralis, Rubick, RESPECT, Nature's Prophet, 2, 35:32
PLATOON 2.0, win, Egn, Ursa, Sk1tels, Shadow Fiend, Kamaara, Mars, Akpire, Nature's Prophet, Frosti, Gyrocopter, Just Team, loss, takeshi, Axe, airu, Muerta, white, Void Spirit, Tobari°, Shadow Shaman, saillyn, Undying, 4, 27:59
Allstars, win, Dynamo, Ursa, Benjimon, Storm Spirit, Blessed-Kid, Kunkka, Hanzama, Tusk, Accel, Oracle, SustanciaX, loss, Tiburoncin, Tiny, Faker, Death Prophet, YISUS, Mars, pamplona, Clockwerk, 555, Ancient Apparition, 2, 55:02
Zero Tenacity, loss, Nande, Razor, Stojkov, Kunkka, nefrit, Undying, Pablo, Dark Willow, LeBronDota, Oracle, NAVIJ, win, gotthejuice, Medusa, Niku, Void Spirit, pma, Dark Seer, Zayac, Batrider, Riddys, Ringmaster, 2, 23:28
1WIN, win, Munkushi~太阳, Sven, squad1x, Ember Spirit, SSS, Axe, swedenstrong, Batrider, kasane, Enchantress, OG, loss, Shad, Gyrocopter, Stormstormer, Pangolier, MikSa`, Timbersaw, daze, Shadow Demon, Kidaro, Naga Siren, 2, 55:51
NIGHT, win, Mezzinio, Lina, Pigeoncatcher, Batrider, Marling, Omniknight, FrenzyMan, Clockwerk, GrownMan, Hoodwink, LSG, loss, Kintaro, Phantom Lancer, Scorpion, Templar Assassin, Cyrax, Legion Commander, Quan Chi, Disruptor, Nightwolf, Rubick, 4, 22:35
Team Rostik, loss, zvёzd, Juggernaut, rostislav_999, Mars, 9970, Tidehunter, iful, Keeper of the Light, Vlad, Ogre Magi, RAMZES Team, win, Cooman, Queen of Pain, UnderShock, Monkey King, RAMZES666, Chaos Knight, Afoninje, Shadow Shaman, Ravshan, Spirit Breaker, 2, 41:16
One Move, loss, eyesight, Terrorblade, Difference, Necrophos, Corrupted, Tidehunter, Grip, Dark Willow, bb3px, Nature's Prophet, Aurora Gaming, win, Nightfall, Ursa, kiyotaka, Death Prophet, TORONTOTOKYO, Dark Seer, Mira, Tusk, panto, Naga Siren, 2, 47:23
Air Defence, loss, Kerrigan, Chaos Knight, expected, Centaur Warrunner, aloxa, Nature's Prophet, Shendelwisp, Jakiro, ghgfd, Lina, Okak, win, balenci, Axe, Sonic, Razor, tavt, Tiny, BladeM1ght, Io, life enjoyer, Rubick, 4, 42:50
TEIKO, loss, vogel, Mars, meow666, Storm Spirit, karma , Pudge, Dr0nched In Sw0t, Windranger, kismet, Anti-Mage, Dominion, win, empty, Shadow Fiend, sakura, Tinker, akkiru1, Ursa, salamandra, Techies, fizruk, Timbersaw, 4, 48:25
Foxy Gaming, win, Pudre, Luna, babyface, Pangolier, titik, Doom, Exterminator, Lion, ShinraTensei, Tusk, Flawless Goblins, loss, tinkywinky, Morphling, ZodiAc!, Queen of Pain, Kreen, Beastmaster, Okoni, Bane, Randing, Oracle, 4, 27:03
Dark Tamplars, win, Dobimaru, Anti-Mage, Sorrowsoul, Invoker, atlasX, Pudge, Puppy, Oracle, kuki, Ringmaster, Hellspawn, loss, Hell_spawn, Bristleback, Lipqa, Lina, DealHaunt, Mars, Innmaiser, Jakiro, Umarunara, Crystal Maiden, 4, 35:51
Cyber Goose, win, TA2000, Terrorblade, CHIRA_JUNIOR, Storm Spirit, Noticed, Kunkka, Prblms, Shadow Shaman, Solo, Dazzle, Runa, loss, shigetsu, Lina, Nicky`Cool, Timbersaw, alberkaaa, Bristleback, queezy, Windranger, Till the end, Naga Siren, 2, 32:02
1WIN, win, Munkushi~太阳, Drow Ranger, squad1x, Kunkka, SSS, Axe, swedenstrong, Windranger, kasane, Undying, Passion.ua, loss, Crystallize, Lina, niche, Tiny, BBODDY, Magnus, QBFY, Dark Willow, kreker), Marci, 2, 55:57
Okak, loss, balenci, Mars, Manjaroid-, Bane, tavt, Timbersaw, life enjoyer, Windranger, Sonic, Clinkz, Dominion, win, empty, Earthshaker, sakura, Tinker, salamandra, Nature's Prophet, akkiru1, Wraith King, fizruk, Legion Commander, 4, 44:42
TEIKO, loss, vogel, Dark Seer, Salu7e, Tusk, karma , Pudge, Dr0nched In Sw0t, Timbersaw, kismet, Muerta, Ghost Sheep, win, k@pib@r@, Bristleback, emo2003, Brewmaster, Тиктоник, Windranger, eshkeree_enjoyer, Storm Spirit, yatorrent, Dark Willow, 4, 33:45
YBN , win, nesfeer, Weaver, YBICANOOBOV, Underlord, Limitless, Spectre, Earthq, Rubick, good mma, Crystal Maiden, VooDooSh Team, loss, Cake, Dazzle, mangekyou, Visage, arteezybastark, Riki, goodoq, Magnus, VooDooSh, Jakiro, 2, 37:56
Peacekeepers, win, rpuwok, Troll Warlord, Charliss, Rubick, K1rbi, Mars, Trick_K, Keeper of the Light, ShyChild, Snapfire, Stormriders, loss, HellFire, Dark Seer, Storm_blow, Templar Assassin, NeverLove, Tiny, Mimido, Ringmaster, Enjoer, Crystal Maiden, 4, 29:33
Swift Knights, loss, Pelfox, Medusa, billyH, Ember Spirit, Melnik, Centaur Warrunner, Diamond, Shadow Shaman, Doobie, Crystal Maiden, Wiser Warriors, win, AKID, Templar Assassin, Nightfull, Zeus, EmbraceTheLight, Timbersaw, Dust_2, Rubick, Sandy, Lion, 4, 28:50
ThunderLab, loss, Sxx, Tiny, scream, Chaos Knight, Weslike, Tidehunter, Qurore, Kunkka, exmamle, Skywrath Mage, Parallel eSports, win, Qundre, Monkey King, yonc, Invoker, Wheeha, Beastmaster, MeShuffle, Gyrocopter, bondik, Ogre Magi, 4, 30:05
Nethercore, win, people better than me:nobody~, Faceless Void, empty, Tiny, S4D4UCLO7, Kunkka, pasuyu, Rubick, yatorrent, Weaver, Dominion, loss, saruma, Monkey King, sakura, Jakiro, Vishenka, Puck, salamandra, Leshrac, fizruk, Dawnbreaker, 4, 46:53
Bright Crusaders, loss, VittoBossG, Templar Assassin, TwoFaced, Storm Spirit, Bandana, Axe, Norbert, Muerta, Satoru, Ancient Apparition, NIGHT, win, Mezzinio, Morphling, Pigeoncatcher, Sniper, GrownMan, Clockwerk, Marling, Mars, FrenzyMan, Lion, 4, 25:53
Hustlers, loss, Polcamid, Gyrocopter, Frodo, Leshrac, Dimidrol, Legion Commander, REQSTICK, Disruptor, Wannakms, Jakiro, Big Bang, win, BoomBoom, Faceless Void, realtockwtf, Dazzle, trapshitxd, Dark Seer, Kayurin`ho, Hoodwink, SpottieOttie, Riki, 4, 25:13
Stormriders, loss, HellFire, Ember Spirit, Storm_blow, Invoker, NeverLove, Omniknight, Mimido, Shadow Shaman, Enjoer, Vengeful Spirit, Hellspawn, win, Hell_spawn, Bloodseeker, Lipqa, Magnus, DealHaunt, Beastmaster, Innmaiser, Ringmaster, Umarunara, Silencer, 4, 35:07
Yoru Ryodan, loss, kmcdc, Gyrocopter, Rain, Leshrac, Silvito, Centaur Warrunner, Karma, Windranger, SKiLL-, Naga Siren, Wildcard, win, Yamsun, Undying, RCY, Puck, Fayde, Legion Commander, Bignum, Rubick, Speeed, Tinker, 2, 25:18
La Passion, win, Kerrigan, Huskar, meow666, Ember Spirit, moonboyy, Ancient Apparition, eshkeree_enjoyer, Shadow Shaman, Bankai, Omniknight, Okak, loss, Sonic, Lina, life enjoyer, Night Stalker, tavt, Storm Spirit, Temarot, Dark Willow, balenci, Tusk, 4, 32:32
Korb3n , loss, Koma', Anti-Mage, fn`, Legion Commander, krol9sh, Wraith King, Женя про дотку, Pugna, Korb3n, Jakiro, RAMZES Team, win, Cooman, Muerta, UnderShock, Zeus, RAMZES666, Axe, Afoninje, Shadow Demon, Ravshan, Spirit Breaker, 2, 29:56
OG, loss, Shad, Faceless Void, Stormstormer, Lina, MikSa`, Timbersaw, daze, Dark Willow, Kidaro, Naga Siren, AVULUS, win, Knight~, Sven, Worick, Tiny, Xibbe, Dawnbreaker, dEsire, Tusk, Fly, Crystal Maiden, 2, 32:08
NAVIJ, win, gotthejuice, Sven, Niku, Tiny, pma, Dark Seer, Zayac, Dark Willow, Riddys, Ancient Apparition, MOUZ, loss, dream`, Marci, Abed, Pangolier, zeal, Axe, Ekki, Jakiro, Seleri, Io, 2, 53:20
Platoon, loss, 4ndreJkee, Muerta, Twelve, Ember Spirit, kmrtymkh, Slark, FakeDisabling, Dawnbreaker, Katari `, Ringmaster, molodaya gvardiya, win, LLlaKaJl, Morphling, спортик, Death Prophet, kae, Tidehunter, Şţåňđøfəř, Batrider, skitzo, Clockwerk, 4, 28:01
Prime Legion, win, Unirraros, Magnus, Flastyle, Batrider, Exmile, Tidehunter, Sqeemz, Rubick, unnv, Elder Titan, Moonlight Wispers, loss, Tiamani, Bloodseeker, indra, Abaddon, TeRakudA, Kunkka, BenZzarSi, Snapfire, Stardust, Silencer, 4, 34:49
Heroic, win, Yuma, Drow Ranger, 4nalog <01, Timbersaw, Wisper, Kunkka, Scofield, Shadow Shaman, KJ, Tusk, Infamous, loss, JP, Weaver, lalatronii <, Death Prophet, TakeCareMia, Pangolier,  slad1n- , Tiny, CHAAANNN, Ancient Apparition, 2, 41:45
9z Team, loss, innocence32, Gyrocopter, Robo-Z, Storm Spirit, drakesh1t , Underlord, cutttt, Dark Willow,  newthiajess2, Nature's Prophet, Shopify Rebellion, win, Timado, Ursa, Yopaj-, Tiny, Davai Lama, Dark Seer, Hellscream, Clockwerk, skem, Shadow Shaman, 2, 22:53
Romashku, loss, DoCK†oR_ManGal, Windranger, SandQ, Doom, abysmal, Venomancer, alli., Kunkka, supamiq, Ursa, La Passion, win, Kerrigan, Luna, eshkeree_enjoyer, Nature's Prophet, moonboyy, Jakiro, Dr0nched In Sw0t, Timbersaw, Bankai, Dawnbreaker, 4, 37:34
VooDooSh Team, win, Cake, Slardar, mangekyou, Dragon Knight, arteezybastark, Timbersaw, goodoq, Earthshaker, VooDooSh, Lion, Travoman, loss, iLTW, Spectre, TpaBoMaH, Death Prophet, PETUSHARA, Bristleback, Shiishak., Nyx Assassin, by_Owl, Warlock, 2, 32:45
diffmakers, win, Arti_Shock, Axe, Miyaoo, Puck, OneJey, Pudge, Astral, Windranger, kur0patbI4, Ancient Apparition, PLATOON 2.0, loss, Egn, Ursa, Sk1tels, Tiny, Kamaara, Dawnbreaker, Akpire, Shadow Demon, Frosti, Bane, 4, 51:02
NAVI, win, Yuragi, Medusa, Copy, Storm Spirit, BOOM, Axe, Ari, Shadow Demon, kaori, Silencer, Runa, loss, shigetsu, Sven, Nicky`Cool, Riki, alberkaaa, Kunkka, queezy, Windranger, Till the end, Ancient Apparition, 2, 31:15
