Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time
eSpoiled, win, ssnovv1, Leshrac, purpleparad1se', Undying, wxste21, Pugna, ryota, Earthshaker, asdekor_r, Io, senselesslyy, loss, АХАХАХХАХАХАХА, Ursa, treachery, Lina, E$ↄAPE, Dawnbreaker, cuteaSIanbabY, Shadow Shaman, Nayuta0402, Snapfire, 3, 17:53
Yakuza, win, mitokiromi, Tinker, abysmal, Naga Siren, kismet, Bristleback, Glaidara XI, Terrorblade, meow666, Puck, Air Defence, loss, Kerrigan, Slark, expected, Dawnbreaker, DoCK†oR_ManGal, Grimstroke, aloxa, Bounty Hunter, BladeM1ght, Shadow Fiend, 4, 33:00
Balaclavas, loss, Focus, Medusa, Adzantick, Kunkka, Skylark, Axe, Delight, Gyrocopter, SsaSpartan, Nature's Prophet, 1WIN, win, Munkushi~太阳, Tiny, squad1x, Storm Spirit, SSS, Bristleback, swedenstrong, Shadow Shaman, kasane, Chen, 3, 30:33
MOUZ, win, dream`, Gyrocopter, Abed, Slardar, zeal, Beastmaster, Ekki, Jakiro, Seleri, Io, YeS, loss, bottega, Clinkz, Mirele, Ember Spirit, Infernal, Centaur Warrunner, lyps1on3, Shadow Shaman, Xakoda, Ancient Apparition, 3, 46:28
eSpoiled, win, ssnovv1, Puck, purpleparad1se', Batrider, wxste21, Underlord, ryota, Chaos Knight, asdekor_r, Nature's Prophet, VLP Gaming, loss, Fanarikc, Meepo, erwin smith, Tiny, endless, Phoenix, pubhaterw, Tusk, yorima(prisoska), prisoska, 3, 31:29
SustanciaX, loss, Tiburoncin, Bloodseeker, Faker, Lina, YISUS, Dawnbreaker, pamplona, Tusk, 555, Silencer, Infamous, win, JP, Gyrocopter, lalatronii <, Shadow Fiend, TakeCareMia, Pangolier,  slad1n- , Shadow Shaman, CHAAANNN, Undying, 2, 36:25
LUNAR, win, ardithjordan, Templar Assassin, teresaross, Warlock, LV.Velm, Sven, LV.Ashreaver, Doom, Noxen, Slark, NIGHT, loss, Mezzinio, Medusa, Pigeoncatcher, Storm Spirit, FrenzyMan, Undying, Marling, Timbersaw, GrownMan, Silencer, 4, 24:40
Cyber Goose, win, TA2000, Ursa, CHIRA_JUNIOR, Monkey King, Noticed, Centaur Warrunner, Prblms, Shadow Shaman, Solo, Disruptor, ShashMin, loss, egx, Slark, serenada, Primal Beast, malone, Dark Seer, armageddon, Windranger, Janter, Jakiro, 3, 28:18
Nemiga, loss, bashka, Tiny, young G, Monkey King, Covisnine, Centaur Warrunner, xsvampire, Windranger, monodrama, Oracle, One Move, win, eyesight, Dragon Knight, Difference, Void Spirit, Corrupted, Axe, Grip, Dark Willow, bb3px, Ancient Apparition, 2, 34:20
YYF, loss, Agressif, Templar Assassin, Sakata, Slardar, Yang, Centaur Warrunner, yoona, Batrider, RedPanda, Ancient Apparition, Zhou, win, Zhou, Lifestealer, Emo, Storm Spirit, old eLeVeN, Dawnbreaker, Frisk, Nature's Prophet, Piqiu, Jakiro, 3, 30:54
Fy, win, Sylar, Templar Assassin, Xwy, Ember Spirit, Mercy, Rubick, fy, Tidehunter, Oli~, Crystal Maiden, 老陈, loss, 圣子华炼, Medusa, White丶Album, Queen of Pain, JT-, Magnus, Pyw, Shadow Shaman, Rabbit, Jakiro, 3, 37:03
LSG, win, Kintaro, Tiny, Scorpion, Invoker, Cyrax, Magnus, Quan Chi, Tusk, Nightwolf, Rubick, Wiser Warriors, loss, tinkywinky, Morphling, Nightfull, Queen of Pain, EmbraceTheLight, Pudge, Dust_2, Silencer, Sandy, Warlock, 4, 25:15
Goodwin, loss, mariachi., Kunkka, Goodwin, Death Prophet, CodeX, Marci, Lesn4ok, Ringmaster, Leviamur, Lich, Korb3n , win, Koma', Faceless Void, fn`, Pangolier, krol9sh, Abaddon, Женя про дотку, Pugna, Korb3n, Sven, 2, 66:03
Air Defence, loss, expected, Slardar, DoCK†oR_ManGal, Spirit Breaker, aloxa, Zeus, meow666, Templar Assassin, ghgfd, Omniknight, La Passion, win, Kerrigan, Luna, emo2003, Ogre Magi, eshkeree_enjoyer, Nature's Prophet, reze, Terrorblade, moonboyy, Jakiro, 4, 31:08
Peacekeepers, loss, rpuwok, Lifestealer, Charliss, Shadow Fiend, K1rbi, Mars, Trick_K, Lion, ShyChild, Warlock, Hellspawn, win, Hell_spawn, Ursa, Lipqa, Storm Spirit, DealHaunt, Pudge, Innmaiser, Ringmaster, Umarunara, Crystal Maiden, 4, 34:09
Kukuys, loss, Natsumi-, Terrorblade, Yowe, Pangolier, Force, Omniknight, JuweL, Lion, Gabbi, Oracle, Trailer PB, win, 423, Dragon Knight, sanctity-, Puck, 11, Timbersaw, NARMAN, Shadow Shaman, Se, Batrider, 3, 34:28
eSpoiled, loss, ssnovv1, Templar Assassin, purpleparad1se', Puck, wxste21, Centaur Warrunner, ryota, Tusk, asdekor_r, Enchantress, Runa, win, shigetsu, Terrorblade, Nicky`Cool, Keeper of the Light, alberkaaa, Kunkka, queezy, Dark Willow, Till the end, Naga Siren, 2, 31:04
Foxy Gaming, win, Pudre, Necrophos, babyface, Shadow Fiend, titik, Centaur Warrunner, Exterminator, Lion, ShinraTensei, Ogre Magi, NIGHT, loss, Mezzinio, Gyrocopter, Pigeoncatcher, Sniper, GrownMan, Windranger, FrenzyMan, Rubick, Marling, Dawnbreaker, 4, 29:34
Dominion, win, sakura, Clockwerk, salamandra, Nature's Prophet, fizruk, Dawnbreaker, akkiru1, Omniknight, reze, Void Spirit, Nethercore, loss, people better than me:nobody~, Ursa, S4D4UCLO7, Pangolier, empty, Templar Assassin, Yuui-, Bounty Hunter, yatorrent, Shadow Shaman, 4, 41:49
Dy, loss, Lou, Troll Warlord, Dstones-, Earthshaker, Maps, Dark Seer, Kaka, Clockwerk, Dy, Ancient Apparition, Maybe, win, Cty, Ursa, Somnus, Puck, chalice, Bristleback, ICEICE, Dark Willow, xNova, Disruptor, 3, 30:17
DD, loss, flyfly, Ursa, Ori, Dragon Knight, OpGod, Dark Seer, 小刘, Undying, Hym, Gyrocopter, Sccc, win, Monet, Weaver, Sccc, Slardar, TZY, Bristleback, BoBoKa, Keeper of the Light, BurNIng , Shadow Shaman, 3, 39:26
BulletProofs, loss, bOzO, Kunkka, LoVash, Queen of Pain, Jeri, Dark Seer, tomash, Magnus, Xyloria, Warlock, Mister Maniacs, win, RHye, Ogre Magi, Evv, Juggernaut, Ungreat, Leshrac, Geoman, Legion Commander, KeanlinS, Dazzle, 4, 25:09
Azure Dragons, win, Alduin, Medusa, Flame, Ember Spirit, Bahamut, Wraith King, Tiamat, Invoker, Durandal, Ogre Magi, Immortal Squad, loss, Dreadlight, Slark, livesey, Templar Assassin, Lightcrawler, Death Prophet, Qimusavoz, Zeus, Shark, Silencer, 4, 25:40
Nemesis, loss, Akashi, Morphling, Mac, Puck, Raven^, Centaur Warrunner, Jing, Batrider, Erice, Undying, Kukuys, win, Natsumi-, Weaver, Yowe, Pangolier, Force, Dark Seer, JuweL, Lion, Gabbi, Naga Siren, 3, 48:02
NOVA , win, NP.BlAze, Rubick, NP.chaveve, Shadow Fiend, NP.Black l1ght, Ogre Magi, NP.reneemartin, Necrophos, NP.infinity, Dawnbreaker, DARK , loss, wannacoffee, Sven, Aboba, Templar Assassin, Vahee, Doom, Denz, Nature's Prophet, SectumSempra, Pudge, 4, 20:10
Kukuys, win, Natsumi-, Lina, Yowe, Pangolier, Force, Beastmaster, JuweL, Ringmaster, Gabbi, Naga Siren, H1N1, loss, Grind Till, Dragon Knight, Science, Rubick, Kimizu, Undying, LuziFy, Magnus, minimotor, Ancient Apparition, 3, 31:08
Bulok , loss, Pat, Morphling, maggiedota, Earth Spirit, Madara, Kunkka, Ren, Ancient Apparition, j_eli, Dark Willow, Trailer PB, win, 423, Terrorblade, sanctity-, Puck, 11, Pangolier, NARMAN, Shadow Shaman, Se, Oracle, 3, 31:24
Nemesis, win, Akashi, Doom, Mac, Ember Spirit, Raven^, Lycan, Jing, Shadow Shaman, Erice, Undying, team_Iloveyoucan, loss, Michelada321, Tiny, SequinoxTV, Underlord, ezzyzpzzzy, Vengeful Spirit, Iloveyoucan, Silencer, sexylala, Sniper, 3, 20:29
Dominion, win, empty, Queen of Pain, sakura, Rubick, akkiru1, Wraith King, fizruk, Centaur Warrunner, yatorrent, Shadow Shaman, Air Defence, loss, expected, Jakiro, S4D4UCLO7, Pangolier, Yuui-, Shadow Demon, aloxa, Terrorblade, ghgfd, Ember Spirit, 4, 33:59
Immortal Squad, loss, Dreadlight, Lina, livesey, Tiny, Lightcrawler, Death Prophet, Qimusavoz, Zeus, Shark, Shadow Demon, Hellspawn, win, Hell_spawn, Slark, Lipqa, Invoker, DealHaunt, Magnus, Innmaiser, Rubick, Umarunara, Dawnbreaker, 4, 41:31
FenixTeam, win, Snémaât, Dragon Knight, BeNnS, Zeus, Flint-, Magnus, sonlin, Phoenix, shogeyuu, Clockwerk, Lucky Bulldogs, loss, Yathest, Gyrocopter, jaieri, Sniper, Milkshake, Underlord, AYAYAYA, Jakiro, Tortoiseshell, Enchantress, 4, 29:52
Cyber Goose, loss, TA2000, Abaddon, CHIRA_JUNIOR, Monkey King, Noticed, Dark Seer, Prblms, Tusk, Solo, Nature's Prophet, Quan, win, Lukas, Sven, Ainkrad, Storm Spirit, Palantimos, Brewmaster, Yerlan, Batrider, Mary_y, Oracle, 2, 45:13
Wiser Warriors, loss, AKID, Muerta, Nightfull, Storm Spirit, EmbraceTheLight, Pangolier, Dust_2, Shadow Shaman, Sandy, Ogre Magi, Bright Crusaders, win, VittoBossG, Faceless Void, TwoFaced, Shadow Fiend, Bandana, Mars, Norbert, Windranger, Satoru, Ancient Apparition, 4, 35:53
SHAOLIN, loss, JAM, Templar Assassin, Xarientoc, Windranger, Neutron, Axe, heinz, Ogre Magi, Nlainara, Tiny, NINJA, win, Lowdpser, Skywrath Mage, Pokonturu, Leshrac, Larm, Abaddon, AweSoMeQE-, Razor, Cardio, Magnus, 4, 29:44
ToLight, loss, Bobo, Terrorblade, Berry.9c, Storm Spirit, 诺, Centaur Warrunner, 晴風, Shadow Shaman, Xin, Nature's Prophet, future esport, win, CDR, Doom, Night, Pangolier, Irving, Dark Seer, imitator, Tusk, LOyd, Ringmaster, 3, 30:36
Peacekeepers, win, rpuwok, Spectre, Charliss, Magnus, K1rbi, Mars, Trick_K, Snapfire, ShyChild, Omniknight, Azure Dragons, loss, Alduin, Templar Assassin, Flame, Timbersaw, Bahamut, Abaddon, Tiamat, Lion, Durandal, Oracle, 4, 30:47
TEIKO, loss, Старый мельник, Undying, Sonic, Terrorblade, tavt, Storm Spirit, life enjoyer, Underlord, motivator, Ringmaster, Nethercore, win, people better than me:nobody~, Medusa, S4D4UCLO7, Kunkka, empty, Earthshaker, Yuui-, Shadow Demon, yatorrent, Weaver, 4, 40:21
Flawless Goblins, loss, tinkywinky, Lina, ZodiAc!, Invoker, Kreen, Dawnbreaker, Okoni, Rubick, Randing, Crystal Maiden, LUNAR, win, Noxen, Tusk, ardithjordan, Death Prophet, LV.Ashreaver, Tidehunter, LV.Velm, Sven, teresaross, Undying, 4, 28:44
RuleBreakers, loss, KosTyan, Tiny, SIlver, Undying, dajonte, Chaos Knight, turnon, Lion, Bloodfallen, Mars, Iconic, win, Brachyo, Zeus, prime, Arc Warden, saykeN, Vengeful Spirit, Geremaya, Phoenix, GODCOMPLEX, Axe, 4, 24:27
Ttgame, loss, Jia, Medusa, OKokk, Tidehunter, 萧瑟, Dark Willow, 青き雷光, Pangolier, CyberDingzhen, Silencer, my 4 and 3 eldne ring, win, Lil_Nick, Kunkka, red2, Death Prophet, Italiano Gangstar, Doom, bgod, Leshrac, FLee, Oracle, 3, 44:55
TOXIC, win, Tt. 1x1?, Marci, Tt.Rottery, Shadow Fiend, Tt.Wired, Omniknight, Tt.Doopled, Grimstroke, Tt.satasatasata, Ancient Apparition, Real Eclipse, loss, RE.siuuu, Monkey King, RE.Terax, Invoker, RE.Photon, Sand King, RE.Entan, Ringmaster, RE.Trixi, Jakiro, 4, 29:45
Five Pixels, loss, obvious, Weaver, Lumi, Puck, Rosalinda, Slardar, Shappire, Dark Willow, Yuki, Jakiro, Influtonic eSports, win, Bambú, Morphling, Azumi, Earthshaker, Dae, Medusa, Mariori, Shadow Shaman, Lovely, Treant Protector, 4, 30:27
Moonlight Wispers, loss, Tiamani, Luna, indra, Tiny, TeRakudA, Axe, BenZzarSi, Venomancer, Stardust, Warlock, Project Achilles, win, Scarycrow, Templar Assassin, Ravenn, Jakiro, kitara, Kunkka, KiritO, Rubick, ito, Sven, 4, 34:25
SustanciaX, win, Tiburoncin, Templar Assassin, Faker, Sniper, YISUS, Sand King, pamplona, Shadow Shaman, 555, Jakiro, Estar_backs, loss, Snufy, Huskar, Alone <, Beastmaster, Ryu, Dazzle, MonHty, Batrider, Prada, Nature's Prophet, 3, 45:11
Burdens, win, jahbaha, Razor, Karan, Ember Spirit,  Salacious Sea Lion 62, Enchantress, Breezyr, Oracle, TemuR, Magnus, BSJ and friends, loss, Sammyboy, Ursa, iAnnihilate, Huskar, monkeys-forever, Axe, Zexxiii, Ancient Apparition, Newsham, Pudge, 3, 40:21
Chilling, loss, DCMC, Gyrocopter, Fachero, Tiny, Lissex, Bristleback, TheGottito, Ringmaster, LuissCook, Jakiro, CDUB Esports, win, ), Weaver, Ducho, Beastmaster, AnGAME, Axe, Imbalft, Rubick, 烟火神, Tusk, 3, 36:41
PTM, win, Simple, Templar Assassin, Nengo, Queen of Pain, Ifrit, Beastmaster, N1ne, Rubick, JimmyCoff666, Naga Siren, my 4 and 3 eldne ring, loss, Lil_Nick, Monkey King, red2, Ember Spirit, Italiano Gangstar, Enigma, bgod, Dark Willow, FLee, Silencer, 3, 44:24
Cicade de Deus, loss, kanoa-, Ursa, Replicate, Tiny, Zore, Axe, Theyna, Clockwerk, wakemeup, Rubick, Ttgame, win, Jia, Gyrocopter, OKokk, Queen of Pain, 青き雷光, Centaur Warrunner, 萧瑟, Shadow Shaman, CyberDingzhen, Disruptor, 3, 29:38
Silent killer, loss, sK.busow, Bloodseeker, sK.onenen, Puck, sK.itras, Abaddon, sK.lotorimri, Dark Willow, sK.yacathem, Crystal Maiden, HellBear, win, HH.Rakinu, Shadow Fiend, HH.Harbinger, Lina, HH.Bambula, Wraith King, HH.Chedema, Rubick, HH.packout, Zeus, 4, 30:26
Infamous, win, JP, Lifestealer, lalatronii <, Pudge, TakeCareMia, Dark Seer,  slad1n- , Chaos Knight, CHAAANNN, Oracle,  5 COACHES, loss, NaogG, Bristleback, TaO, Tiny, Valqui, Razor, RedMonster, Shadow Shaman, Flapjack, Phoenix, 3, 41:53
Night Vision, win, NV.WaifuWarrior, Ember Spirit, NV.mintyfresh, Dragon Knight, NV.popcorny, Muerta, NV.Volcanus, Kunkka, NV.Jupitera, Silencer, Darkness Gaming, loss, DG.ThunderRiver, Templar Assassin, DG.hoxi, Tiny, DG.Dreadlight, Legion Commander, DG.Ndolal, Monkey King, DG.dollymy, Vengeful Spirit, 4, 32:21
TeamDk, win, SpeCtregod.-, Terrorblade, karmah, Storm Spirit, Paradise, Beastmaster, feelinG, Shadow Shaman, Cara, Tusk, SustanciaX, loss, Tiburoncin, Drow Ranger, Faker, Kunkka, YISUS, Dark Seer, pamplona, Dark Willow, 555, Clockwerk, 3, 44:11
Prime Legion, loss, Unirraros, Morphling, Flastyle, Venomancer, Exmile, Kunkka, Sqeemz, Rubick, unnv, Grimstroke, Freedom Fighters, win, Imissed, Templar Assassin, Freedom13, Tinker, Xolli, Mars, Akujin, Oracle, All_After_me, Ancient Apparition, 4, 45:57
Black Submarine, win, Argius, Gyrocopter, S1RENM, Ember Spirit, Arkano, Terrorblade, Destroyer^^|, Dark Willow, Chaika, Nature's Prophet, lapared, loss, moura-, Templar Assassin, tavo, Brewmaster, mizuk1, Windranger, Frathh, Elder Titan, therayou, Magnus, 3, 48:03
Pato Donald, loss, bobypato, Ursa,  Sheol, Tiny, 20ni, Axe, CoYoTe, Dark Willow, Austin, Ancient Apparition,  5 COACHES, win, NaogG, Terrorblade, TaO, Ember Spirit, Valqui, Mars, RedMonster, Shadow Shaman, Flapjack, Undying, 3, 36:39
9z Team, win, innocence32, Terrorblade, Robo-Z, Puck, drakesh1t , Kunkka, cutttt, Silencer,  newthiajess2, Snapfire, PTM, loss, S1mple, Ursa, Nengo, Monkey King, Ifrit, Undying, N1ne, Dark Willow, JimmyCoff666, Nature's Prophet, 3, 80:15
Veritas Friends, win, Lumière, Morphling, SLATEM$, Earthshaker, Repugnance, Centaur Warrunner, n1ght, Muerta, Gardick, Ancient Apparition, Estar_backs, loss, Snufy, Shadow Fiend, Alone <, Storm Spirit, Ryu, Undying, MonHty, Weaver, Prada, Tusk, 3, 62:43
5 COACHES, win, NaogG, Templar Assassin, TaO, Puck, Valqui, Earthshaker, RedMonster, Windranger, Flapjack, Undying, Storm Gaming, loss, Xenyatto, Witch Doctor, Chango31, Leshrac, DxCrow, Wraith King, Fatal Phantom, Lion, Mr.Bandido, Mars, 3, 16:27
Yoru Ryodan, win, kmcdc, Terrorblade, Rain, Kunkka, Silvito, Doom, 白日焰火, Rubick, SKiLL-, Shadow Shaman, 3xceptional, loss, El Brayan Earl Splinner, Ursa, The assassin baby, Sniper, EyShIc, Dark Seer, mixterio, Pudge, Juicy Wet, Jakiro, 3, 26:58
BPI, loss, Baloonerism, Morphling, mediocrity enjoyer, Leshrac, slightly small pear with a sax, Beastmaster, Anthony, Pudge, Mr.Lens, Shadow Shaman, PTM, win, S1mple, Templar Assassin, Nengo, Kunkka, Ifrit, Doom, N1ne, Tusk, JimmyCoff666, Chen, 3, 16:48
9z Team, win, innocence32, Sven, Robo-Z, Void Spirit, drakesh1t , Bristleback, cutttt, Silencer,  newthiajess2, Muerta, еее, loss, col1s1um, Lifestealer, Vagabund, Lina, still thinking about you, Tiny, yxmt, Windranger, S A U V I G N O N, Dark Willow, 3, 40:55
Virtus.pro, win, V-Tune, Ursa, Lorenof, Ember Spirit, Daxak, Dark Seer, Antares, Marci, rein, Nature's Prophet, Secret, loss, Kiritych~, Kunkka, re1bl, Templar Assassin, Cloud, Enigma, Thiolicor, Shadow Demon, Puppey, Mirana, 3, 53:25
YeS, loss, bottega, Morphling, Mirele, Ember Spirit, Infernal, Axe, lyps1on3, Shadow Shaman, Xakoda, Oracle, Zero Tenacity, win, Nande, Razor, Stojkov, Tiny, nefrit, Enigma, Pablo, Ringmaster, LeBronDota, Naga Siren, 3, 33:39
NA promises, loss, DCMC, Lina, Fachero, Kunkka, jackboy, Centaur Warrunner, LuissCook, Undying, Yeipi_iLTws, Jakiro, Moneyfest, win, b0chka p1va, Morphling, life is nothing, Storm Spirit, Jax, Doom, persik, Phoenix, pj, Dark Willow, 3, 29:57
Project Achilles, win, Scarycrow, Drow Ranger, Ravenn, Batrider, kitara, Dawnbreaker, KiritO, Rubick, ito, Phoenix, Freedom Fighters, loss, Imissed, Morphling, Freedom13, Invoker, Xolli, Marci, Akujin, Hoodwink, All_After_me, Pudge, 4, 32:50
Wild Dragon, win, WD.Kalanno, Doom, WD.Nyac, Tiny, WD.Javi, Omniknight, WD.Darima, Rubick, WD.Hellen, Lion, Vertex Pack, loss, vP.Helannt, Wraith King, vP.Shelby, Clinkz, vP.RatnBone, Lycan, vP.zikboss, Ringmaster, vP.Pronto, Lich, 4, 29:13
eSpoiled, loss, ssnovv1, Drow Ranger, purpleparad1se', Pangolier, wxste21, Enigma, ryota, Windranger, asdekor_r, Naga Siren, Kalmychata, win, rincyq, Sven, Mirage`, Death Prophet, fortniteMan, Mars, ponlo, Shadow Shaman, aik, Omniknight, 3, 32:40
Quan, loss, Lukas, Medusa, Ainkrad, Kunkka, Palantimos, Death Prophet, Yerlan, Tusk, Mary_y, Ancient Apparition, Lynx, win, 7jesu, Lina, Moonlight, Clinkz, StoneBank, Omniknight, Belony, Batrider, Johnnupro, Treant Protector, 3, 26:19
The Babus, loss, el tacneño de oro, Ursa, NoaHGod-, Storm Spirit, P e r s e v e r a n c e, Marci, Sebs, Snapfire, meowmeow, Warlock, Veritas Friends, win, Lumière, Doom, SLATEM$, Puck, Repugnance, Undying, n1ght, Shadow Shaman, Gardick, Silencer, 3, 38:26
Black Submarine, loss, Argius, Templar Assassin, S1RENM, Sniper, Arkano, Brewmaster, Destroyer^^|, Shadow Shaman, Bas, Phoenix, Estar_backs, win, Snufy, Weaver, Alone <, Monkey King, Ryu, Doom, MonHty, Tusk, Prada, Naga Siren, 3, 29:55
Elultimobailedelchino, loss, agress1f, Morphling, Promise-, Dragon Knight, Janix, Legion Commander, Arrugao1, Tinker, RayoRojo, Vengeful Spirit, TeamDk, win, SpeCtregod.-, Sven, karmah, Queen of Pain, Paradise, Kunkka, feelinG, Shadow Shaman, Cara, Disruptor, 3, 35:56
SustanciaX, win, Tiburoncin, Gyrocopter, Faker, Sand King, YISUS, Dawnbreaker, pamplona, Tusk, 555, Silencer, TheLastDnce, loss, DaaD, Sven, Leostyle^^!, Earthshaker, Benjaz, Omniknight, Kiri <, Muerta, stingeR, Treant Protector, 3, 29:18
dyrachyo Team, loss, dyrachyo, Lina, Sixyooo, Leshrac, lenagol0vach, Beastmaster, xsvampire, Grimstroke, Sony9sha, Lich, Team Rostik, win, zvёzd, Juggernaut, rostislav_999, Spirit Breaker, 9970, Night Stalker, iful, Weaver, Vlad, Warlock, 2, 37:20
TeamSpirt, loss, Фишер, Muerta, Worst~, Marci, Mischief, Dawnbreaker, киша момар, Ringmaster, $pRo1nK, Clockwerk, molodaya gvardiya, win, LLlaKaJl, Terrorblade, спортик, Death Prophet, kae, Kunkka, Şţåňđøfəř, Dark Willow, skitzo, Tusk, 4, 25:44
Yakuza, win, mitokiromi, Windranger, Glaidara XI, Phantom Lancer, kismet, Chaos Knight, Dr0nched In Sw0t, Lion, meow666, Queen of Pain, Air Defence, loss, Disperser, Terrorblade, expected, Grimstroke, DoCK†oR_ManGal, Clockwerk, eshkeree_enjoyer, Outworld Destroyer, ghgfd, Doom, 4, 33:35
sifr00, win, Astelter, Phantom Assassin, dushim for win, Centaur Warrunner,  OPEXDoto, Pangolier, Sshimer, Magnus, fear of god, Warlock, Wolf Warriors, loss, 埃沃, Muerta, mmdzzz, Tiny, AsLaN, Night Stalker, Tokyo, Shadow Shaman, Hayasaka A, Silencer, 3, 21:32
Secret, win, Kiritych~, Kunkka, re1bl, Templar Assassin, Cloud, Phoenix, Thiolicor, Spirit Breaker, Puppey, Chen, ONYX Team, loss, ehzee7, Terrorblade, jebolna, Ember Spirit, Babor, Brewmaster, i bought mkb but i still missu, Nature's Prophet, LET ME COOK!, Dark Willow, 3, 23:21
Prime Legion, loss, Unirraros, Templar Assassin, Flastyle, Tiny, Exmile, Doom, Sqeemz, Snapfire, unnv, Lich, Moonlight Wispers, win, Tiamani, Anti-Mage, indra, Batrider, TeRakudA, Underlord, BenZzarSi, Nature's Prophet, Stardust, Ancient Apparition, 4, 45:29
Virtus.pro, win, V-Tune, Ursa, Lorenof, Timbersaw, Daxak, Terrorblade, Antares, Shadow Shaman, rein, Oracle, Zero Tenacity, loss, Nande, Slark, Stojkov, Storm Spirit, nefrit, Centaur Warrunner, Pablo, Dark Willow, LeBronDota, Nature's Prophet, 3, 26:19
Winners Esport, win, EndRY, Troll Warlord, Zoom-ZigZag, Tiny, cgg fanboy, Dawnbreaker, Sarytob1, Dark Willow, Mire, Disruptor, Ruiners Club, loss, H2O('Block)wned, 'Block, aNewMe, Pangolier, depkid, Slardar, zesky, Tinker, cold-, Undying, 3, 37:12
BadRexon, loss, LidoCocaine, Doom, Tai Lung, Invoker, delusion, Underlord, Shayansc, Disruptor,  Black MaMBa, Windranger, sifr00, win, Astelter, Anti-Mage, dushim for win, Centaur Warrunner,  OPEXDoto, Pangolier, Sshimer, Magnus, fear of god, Warlock, 3, 25:02
Habibis, loss, freakyfrizes, Kunkka, Shushu, Queen of Pain, ruustle, Mars, Nanz , Tinker, iLOVEtoBUYBACK, Earthshaker, 1WIN, win, Munkushi~太阳, Tiny, squad1x, Ember Spirit, SSS, Timbersaw, swedenstrong, Rubick, kasane, Enchantress, 3, 30:22
Quan, loss, Lukas, Kunkka, Ainkrad, Ember Spirit, Palantimos, Dark Seer, Yerlan, Batrider, Mary_y, Shadow Demon, eSpoiled, win, ssnovv1, Ursa, purpleparad1se', Puck, wxste21, Tidehunter, ryota, Tusk, asdekor_r, Disruptor, 3, 33:33
The Covenant, loss, Wu_kong.ft-lancer, Ursa, Zet^, Leshrac, Jack0_L4nt3rn, Kunkka, Heaven Is, Rubick, Windtouch, Jakiro, Wolf Warriors, win, 埃沃, Sven, mmdzzz, Storm Spirit, AsLaN, Magnus, Tokyo, Tiny, Hayasaka A, Ringmaster, 3, 59:58
Cyber Goose, win, TA2000, Ursa, CHIRA_JUNIOR, Pangolier, Noticed, Bristleback, Prblms, Batrider, Solo, Ringmaster, iQdiff, loss, APT, Doom, Crazyfrog, Queen of Pain, Anfer, Dark Seer, lowskil, Silencer, Try Hard, Pudge, 3, 29:14
Void, loss, Ito Shi Rin, Terrorblade, JeSuS, Primal Beast, -ParAdi3e, Brewmaster, BaTKinG, Zeus, THE PHARO, Oracle, Balaclavas, win, Focus, Bristleback, Adzantick, Void Spirit, Skylark, Dark Seer, Delight, Bounty Hunter, SsaSpartan, Warlock, 3, 37:05
MOUZ, win, dream`, Monkey King, Abed, Void Spirit, zeal, Mars, Ekki, Disruptor, Seleri, Nature's Prophet, Hassle Esports, loss, ´lipf, Muerta, ikroo, Queen of Pain, Beng, Centaur Warrunner, DancingDragon, Shadow Shaman, Loke, Slark, 3, 27:25
Yakuza, win, S4D4UCLO7, Doom, mitokiromi, Nature's Prophet, kismet, Morphling, Glaidara XI, Naga Siren, meow666, Windranger, Romashku, loss, SandQ, Sand King, DoCK†oR_ManGal, Disruptor, abysmal, Dark Willow, supamiq, Weaver, Sairus, Pangolier, 4, 31:56
ShashMin, win, egx, Muerta, serenada, Timbersaw, malone, Doom, armageddon, Rubick, Janter, Ogre Magi, Dead Denasty, loss, lostintired, Medusa, Replicate, Kunkka, beurself, Legion Commander, rtp, Shadow Shaman, 123, Naga Siren, 3, 19:54
LuckyLazah, loss, M33halj, Terrorblade, Anabela i Vivaldi, Pangolier, 3posonly, Bristleback, Lucky, Shadow Shaman, Alex , Tusk, Fura pid mostom, win, I H T L, Sven, unlucky, Primal Beast, Ghostik, Beastmaster, So_HarD_Xx, Ringmaster, Akamu, Ancient Apparition, 3, 38:57
Aim Possible, win, Lycoris, Kunkka, qwellSEX, Storm Spirit, alym, Beastmaster, Htrd, Ancient Apparition, qoval, Techies, Guardian Forest, loss, Hollowness, Medusa, Ethereal, Monkey King, Hushh, Magnus, ani-san, Dark Willow, Gatciy, Undying, 3, 60:40
Korb3n , loss, Koma', Bloodseeker, fn`, Shadow Fiend, krol9sh, Brewmaster, Женя про дотку, Zeus, Korb3n, Lich, Travoman, win, iLTW, Underlord, TpaBoMaH, Bane, PETUSHARA, Tidehunter, Shiishak., Windranger, by_Owl, Lion, 2, 31:24
