Team_A_Name, Team_A_Status, Team_A_Carry_Name, Team_A_Carry_Hero, Team_A_Mid_Name, Team_A_Mid_Hero,Team_A_Off_Name, Team_A_Off_Hero, Team_A_Support_Name, Team_A_Support_Hero, Team_A_HardSupport_Name, Team_A_HardSupport_Hero,Team_B_Name, Team_B_Status, Team_B_Carry_Name, Team_B_Carry_Hero, Team_B_Mid_Name, Team_B_Mid_Hero, Team_B_Off_Name, Team_B_Off_Hero, Team_B_Support_Name, Team_B_Support_Hero, Team_B_HardSupport_Name, Team_B_HardSupport_Hero,Tier, Time 
Nemiga, loss, bashka, Sven, young G, Tiny, Covisnine, Dark Seer, xsvampire, Tusk, monodrama, Jakiro, Quan, win, Lukas, Templar Assassin, Ainkrad, Storm Spirit, Palantimos, Brewmaster, Yerlan, Rubick, Mary_y, Naga Siren, 2, 44:35
Romashku, loss, DoCK†oR_ManGal, Windranger, SandQ, Legion Commander, abysmal, Skywrath Mage, supamiq, Ursa, alli., Queen of Pain, Okak, win, Kerrigan, Terrorblade, moonboyy, Ancient Apparition, tavt, Rubick, bozhepomogi , Muerta, Glaidara XI, Axe, 4, 33:39
DARK , win, wannacoffee, Terrorblade, Aboba, Lina, Vahee, Axe, Denz, Windranger, SectumSempra, Rubick, Foxy Gaming, loss, Pudre, Morphling, babyface, Shadow Fiend, titik, Beastmaster, Exterminator, Lion, ShinraTensei, Tusk, 4, 46:21
Virtus.pro, win, V-Tune, Medusa, Lorenof, Dragon Knight, Daxak, Dark Seer, Antares, Dark Willow, rein, Tusk, Nigma Galaxy, loss, Ghost, Morphling, Suma1L-, Puck, No!ob™, Bristleback, OmaR, Windranger, GH, Ancient Apparition, 2, 33:10
Ghost Sheep, win, k@pib@r@, Razor, CHON, Shadow Shaman, emo2003, Ember Spirit, Тиктоник, Weaver, eshkeree_enjoyer, Queen of Pain, Nethercore, loss, people better than me:nobody~, Sven, S4D4UCLO7, Centaur Warrunner, empty, Death Prophet, Arrivederci, Oracle, Yuui-, Shadow Demon, 4, 46:52
Peacekeepers, loss, rpuwok, Morphling, Charliss, Pangolier, K1rbi, Dawnbreaker, Trick_K, Witch Doctor, ShyChild, Zeus, Azure Dragons, win, Alduin, Lifestealer, Flame, Earthshaker, Bahamut, Vengeful Spirit, Tiamat, Chaos Knight, Durandal, Ancient Apparition, 4, 36:26
LUNAR, win, Noxen, Windranger, LV.Velm, Gyrocopter, LV.Ashreaver, Legion Commander, ardithjordan, Storm Spirit, teresaross, Shadow Shaman, NIGHT, loss, Mezzinio, Sven, Pigeoncatcher, Puck, GrownMan, Muerta, Marling, Magnus, FrenzyMan, Warlock, 4, 26:07
Winter Bear, loss, Re{Ali}Ty, Dragon Knight, G.T.I, Ember Spirit, Maloy, Beastmaster, Jeezy, Rubick, Stoic, Ancient Apparition, eSpoiled, win, ssnovv1, Terrorblade, purpleparad1se', Puck, wxste21, Dawnbreaker, ryota, Windranger, asdekor_r, Crystal Maiden, 2, 30:49
Nethercore, win, people better than me:nobody~, Medusa, S4D4UCLO7, Dawnbreaker, empty, Pangolier, Yuui-, Lion, yatorrent, Jakiro, TEIKO, loss, expected, Drow Ranger, CHON, Kunkka, Arrivederci, Clockwerk, vogel, Windranger, Dr0nched In Sw0t, Death Prophet, 4, 25:23
Okak, win, Kerrigan, Centaur Warrunner, tavt, Earthshaker, Bankai, Shadow Demon, moonboyy, Lion, Glaidara XI, Terrorblade, Dominion, loss, sakura, Clockwerk, zelepopa, Sand King, fizruk, Bristleback, BladeM1ght, Windranger, akkiru1, Drow Ranger, 4, 34:49
Immortal Squad, loss, Dreadlight, Abaddon, livesey, Queen of Pain, Lightcrawler, Enigma, Qimusavoz, Void Spirit, Shark, Zeus, Stormriders, win, HellFire, Vengeful Spirit, Storm_blow, Arc Warden, NeverLove, Anti-Mage, Mimido, Tusk, Enjoer, Snapfire, 4, 43:59
Xtreme , win, Ame, Doom, Xm, Storm Spirit, Xxs, Centaur Warrunner, XinQ, Dark Willow, poloson, Warlock, Azure Ray, loss, Monet, Medusa, Somnus, Ember Spirit, JT-, Axe, Pyw, Shadow Shaman, xNova, Phoenix, 2, 42:21
LSG, win, Kintaro, Faceless Void, Scorpion, Death Prophet, Cyrax, Pangolier, Quan Chi, Ogre Magi, Nightwolf, Hoodwink, Wiser Warriors, loss, AKID, Juggernaut, Nightfull, Outworld Destroyer, EmbraceTheLight, Legion Commander, Dust_2, Dazzle, Sandy, Ancient Apparition, 4, 29:12
Parallel eSports, win, Qundre, Tiny, yonc, Invoker, Wheeha, Night Stalker, MeShuffle, Techies, bondik, Vengeful Spirit, RuleBreakers, loss, SIlver, Undying, turnon, Lion, KosTyan, Sand King, Bloodfallen, Mars, dajonte, Phantom Assassin, 4, 30:14
Secret, loss, Kiritych~, Troll Warlord, re1bl, Storm Spirit, Cloud, Doom, Thiolicor, Dark Willow, Puppey, Phoenix, Nigma Galaxy, win, Ghost, Drow Ranger, Suma1L-, Magnus, No!ob™, Bristleback, OmaR, Shadow Shaman, GH, Elder Titan, 2, 41:59
Azure Dragons, win, Alduin, Monkey King, Flame, Tinker, Bahamut, Mars, Tiamat, Nyx Assassin, Durandal, Jakiro, Stormriders, loss, HellFire, Tiny, Storm_blow, Queen of Pain, NeverLove, Medusa, Mimido, Weaver, Enjoer, Lion, 4, 40:39
Execration, win, Palos, Gyrocopter, lewis, Storm Spirit, Tino, Undying, Shanks, Dark Willow, cml, Oracle, BOOM, loss, JACKKY, Tiny, Armel, Lina, Jabz, Pangolier, TIMS, Muerta, Jaunuel, Batrider, 2, 33:25
Aim Possible, loss, Lycoris, Morphling, Rain, Leshrac, alym, Axe, Htrd, Naga Siren, qoval, Tusk, Passion.ua, win, Crystallize, Ursa, Moonlight, Batrider, BBODDY, Brewmaster, QBFY, Shadow Shaman, kreker), Jakiro, 2, 39:38
NOVA , loss, NP.BlAze, Lion, NP.chaveve, Ember Spirit, NP.Black l1ght, Disruptor, NP.reneemartin, Morphling, NP.infinity, Dawnbreaker, Foxy Gaming, win, Pudre, Anti-Mage, babyface, Storm Spirit, titik, Mars, Exterminator, Batrider, ShinraTensei, Ogre Magi, 4, 30:08
Tearlaments, loss, Erika, Bristleback, EchozZ, Dragon Knight, Srf, Beastmaster, 7e, Tusk, zzq, Warlock, YkBros, win, flyfly, Medusa, Emo, Puck, old eLeVeN, Magnus, BoBoKa, Shadow Shaman, Oli~, Undying, 2, 44:01
Dominion, win, saruma, Timbersaw, sakura, Ursa, akkiru1, Clockwerk, fizruk, Shadow Shaman, salamandra, Puck, Nethercore, loss, people better than me:nobody~, Rubick, empty, Terrorblade, S4D4UCLO7, Void Spirit, Yuui-, Tusk, yatorrent, Kunkka, 4, 39:38
Crew X, loss, Bedbug, Alchemist, mischievous, Shadow Fiend, jmixheal, Dark Seer, genstrichkh, Vengeful Spirit, gTolstui, Crystal Maiden, Mister Maniacs, win, RHye, Earthshaker, Evv, Templar Assassin, KeanlinS, Warlock, Ungreat, Leshrac, Geoman, Spirit Breaker, 4, 26:33
Bright Crusaders, loss, VittoBossG, Muerta, TwoFaced, Pudge, Bandana, Pangolier, Norbert, Bloodseeker, Satoru, Ogre Magi, LUNAR, win, Noxen, Ringmaster, ardithjordan, Rubick, teresaross, Spirit Breaker, LV.Ashreaver, Dawnbreaker, LV.Velm, Templar Assassin, 4, 27:45
VG, win, Paparazi, Lina, Ori, Storm Spirit, Yang, Axe, Kaka, Phoenix, Dy, Silencer, future esport, loss, CDR, Gyrocopter, Night, Pangolier, Irving, Underlord, imitator, Slark, LOyd, Disruptor, 2, 40:19
Peacekeepers, win, rpuwok, Omniknight, Charliss, Death Prophet, K1rbi, Beastmaster, Trick_K, Zeus, ShyChild, Snapfire, Immortal Squad, loss, Dreadlight, Gyrocopter, livesey, Shadow Fiend, Lightcrawler, Mars, Qimusavoz, Ringmaster, Shark, Bane, 4, 41:22
Iconic, loss, prime, Sven, Geremaya, Gyrocopter, GODCOMPLEX, Axe, Brachyo, Pugna, saykeN, Rubick, Lucky Bulldogs, win, Yathest, Sniper, jaieri, Ember Spirit, Milkshake, Mars, AYAYAYA, Shadow Shaman, Tortoiseshell, Nature's Prophet, 4, 29:52
Eye Gaming, loss, Arrivederci, Venomancer, kuroko~, Sven, Bankai, Weaver, moonboyy, Tiny, vogel, Bristleback, Shinigami, win, Yuui-, Shadow Demon, kismet, Slark, Glaidara XI, Earthshaker, akkiru1, Kunkka, yatorrent, Dark Willow, 4, 27:52
Flawless Goblins, loss, tinkywinky, Sven, ZodiAc!, Invoker, Kreen, Timbersaw, Okoni, Dark Willow, Randing, Crystal Maiden, DARK , win, wannacoffee, Riki, Aboba, Ember Spirit, Vahee, Earthshaker, Denz, Lion, SectumSempra, Spirit Breaker, 4, 24:50
Marvelous Warriors, win, renarr, Magnus, Sele6rity, Lina, Fantasyy, Tidehunter, Blue Ivy, Zeus, kuro4ka, Warlock, SHAOLIN, loss, JAM, Wraith King, Xarientoc, Leshrac, Neutron, Mars, heinz, Skywrath Mage, Nlainara, Jakiro, 4, 32:03
Execration, win, Palos, Abaddon, lewis, Tiny, Tino, Dawnbreaker, Shanks, Batrider, cml, Witch Doctor, TFG, loss, jikroy, Dragon Knight, MamangDaya, Queen of Pain, db-, Bristleback, dalul, Dark Willow, Varizh, Warlock, 2, 26:57
Prime Legion, win, Unirraros, Morphling, Flastyle, Storm Spirit, Exmile, Mars, Sqeemz, Sniper, unnv, Gyrocopter, Freedom Fighters, loss, Imissed, Muerta, Freedom13, Tiny, Xolli, Timbersaw, Akujin, Terrorblade, All_After_me, Zeus, 4, 34:15
HellBear, loss, HH.Rakinu, Shadow Fiend, HH.Harbinger, Earthshaker, HH.Bambula, Centaur Warrunner, HH.Chedema, Snapfire, HH.packout, Crystal Maiden, Darkness Gaming, win, DG.ThunderRiver, Templar Assassin, DG.hoxi, Dragon Knight, DG.Dreadlight, Tidehunter, DG.Ndolal, Phoenix, DG.dollymy, Vengeful Spirit, 4, 27:19
Nymeria Fem, win, GaRaF, Morphling, Lighto, Dragon Knight, AnghelaRc, Centaur Warrunner, Lulu~, Hoodwink, ChickenOnABoat, Tusk, Ladies Duck, loss, Dyrachya, Sven, Miu, Shadow Shaman, Joss, Razor, Helaine, Primal Beast, Out :), Jakiro, 4, 38:40
Night Vision, win, NV.WaifuWarrior, Wraith King, NV.mintyfresh, Templar Assassin, NV.popcorny, Ringmaster, NV.Volcanus, Dragon Knight, NV.Jupitera, Crystal Maiden, Vertex Pack, loss, vP.Helannt, Ursa, vP.Shelby, Tiny, vP.RatnBone, Magnus, vP.zikboss, Shadow Shaman, vP.Pronto, Lich, 4, 29:43
Moonlight Wispers, loss, Tiamani, Naga Siren, indra, Death Prophet, TeRakudA, Abaddon, BenZzarSi, Batrider, Stardust, Shadow Shaman, Project Achilles, win, Scarycrow, Anti-Mage, Ravenn, Storm Spirit, kitara, Omniknight, KiritO, Dark Willow, ito, Disruptor, 4, 35:35
TOXIC, loss, Tt. 1x1?, Templar Assassin, Tt.Rottery, Sniper, Tt.Wired, Dawnbreaker, Tt.Doopled, Windranger, Tt.satasatasata, Lich, HolyT, win, HT.Consul, Phantom Assassin, HT.kirito, Outworld Destroyer, HT.Nagama, Tidehunter, HT.RAGNAR, Venomancer, HT.NoticeMeSenpai, Io, 4, 30:25
Project Achilles, win, Scarycrow, Anti-Mage, Ravenn, Puck, kitara, Doom, KiritO, Rubick, ito, Disruptor, Freedom Fighters, loss, Imissed, Ursa, Freedom13, Outworld Destroyer, Xolli, Mars, Akujin, Hoodwink, All_After_me, Tinker, 4, 40:56
Silent killer, win, sK.busow, Luna, sK.onenen, Zeus, sK.itras, Chaos Knight, sK.lotorimri, Rubick, sK.yacathem, Crystal Maiden, Wild Dragon, loss, WD.Kalanno, Morphling, WD.Nyac, Puck, WD.Javi, Doom, WD.Darima, Tusk, WD.Hellen, Lion, 4, 23:49
Shopify Rebellion, win, Timado, Templar Assassin, Yopaj-, Monkey King, Davai Lama, Venomancer, Hellscream, Pudge, skem, Undying, CDUB Esports, loss, ), Troll Warlord, Ducho, Tiny, AnGAME, Bristleback, Imbalft, Lion, 烟火神, Warlock, 2, 10:33
La Passion, win, Kerrigan, Ursa, abysmal, Dawnbreaker, BladeM1ght, Lina, moonboyy, Lion, eshkeree_enjoyer, Skywrath Mage, Yakuza, loss, Yuui-, Rubick, mitokiromi, Batrider, Glaidara XI, Axe, meow666, Ember Spirit, kismet, Templar Assassin, 4, 32:24
Prime Legion, win, Unirraros, Sven, Flastyle, Puck, Exmile, Mars, Sqeemz, Rubick, unnv, Bane, Moonlight Wispers, loss, Tiamani, Abaddon, indra, Tinker, TeRakudA, Underlord, BenZzarSi, Muerta, Stardust, Oracle, 4, 43:21
Ttgame, loss, Jia, Gyrocopter, OKokk, Queen of Pain, Une vie à t'aimer, Underlord, 青き雷光, Dark Willow, CyberDingzhen, Disruptor, 4ADS, win, Double King, Terrorblade, dnm, Ember Spirit, koori no K, Omniknight, rozeanne, Windranger, snowbreath89, Tusk, 2, 36:10
eSpoiled, loss, ssnovv1, Sven, purpleparad1se', Queen of Pain, wxste21, Axe, ryota, Shadow Demon, asdekor_r, Disruptor, Runa, win, shigetsu, Lifestealer, Nicky`Cool, Storm Spirit, alberkaaa, Dark Seer, queezy, Dark Willow, Till the end, Naga Siren, 2, 36:55
Dominion, win, empty, Mars, sakura, Clockwerk, akkiru1, Drow Ranger, Shendelwisp, Rubick, BladeM1ght, Leshrac, Yakuza, loss, abysmal, Skywrath Mage, Glaidara XI, Terrorblade, meow666, Windranger, Dr0nched In Sw0t, Tiny, kismet, Timbersaw, 4, 42:33
Winter Bear, loss, Re{Ali}Ty, Muerta, MaTson, Dragon Knight, Maloy, Pangolier, Jeezy, Phoenix, Stoic, Clockwerk, TNL , win, yowaai, Terrorblade, dualrazee, Puck, Norma, Kunkka, Fernans, Batrider, flacko, Naga Siren, 2, 30:46
TEIKO, win, abysmal, Skywrath Mage, ami, Rubick, vogel, Dark Seer, Dr0nched In Sw0t, Timbersaw, kismet, Lina, Okak, loss, Kerrigan, Terrorblade, Sonic, Tusk, balenci, Night Stalker, eshkeree_enjoyer, Ember Spirit, motivator, Ringmaster, 4, 27:40
NIGHT, loss, Mezzinio, Luna, Pigeoncatcher, Storm Spirit, GrownMan, Windranger, Marling, Bristleback, FrenzyMan, Rubick, Swift Knights, win, Pelfox, Troll Warlord, billyH, Queen of Pain, Melnik, Templar Assassin, Diamond, Lion, Doobie, Crystal Maiden, 4, 25:03
sifr00, loss, Astelter, Medusa, dushim for win, Huskar,  OPEXDoto, Terrorblade, Sshimer, Keeper of the Light, fear of god, Jakiro, Secret, win, Kiritych~, Monkey King, re1bl, Lina, Cloud, Axe, Thiolicor, Tusk, Puppey, Phoenix, 2, 19:54
Flawless Goblins, win, tinkywinky, Luna, ZodiAc!, Invoker, Kreen, Axe, Okoni, Rubick, Randing, Shadow Shaman, Wiser Warriors, loss, AKID, Morphling, Nightfull, Queen of Pain, EmbraceTheLight, Legion Commander, Dust_2, Batrider, Sandy, Warlock, 4, 24:49
Ivory Team, win, Gohan, Abaddon, Ken, Dragon Knight, Rupido, Tiny, Dric, Bounty Hunter, Grimz, Ancient Apparition, TFG, loss, jikroy, Razor, MamangDaya, Storm Spirit, db-, Bristleback, dalul, Shadow Shaman, Varizh, Silencer, 2, 46:32
BOOM, win, JACKKY, Templar Assassin, Armel, Storm Spirit, Jabz, Dark Seer, TIMS, Slark, Jaunuel, Silencer, Execration, loss, Palos, Ursa, lewis, Pangolier, Tino, Mars, Shanks, Shadow Shaman, cml, Techies, 2, 31:24
Aim Possible, win, Lycoris, Morphling, Rain, Pangolier, alym, Axe, Htrd, Batrider, qoval, Shadow Shaman, Nemiga, loss, bashka, Terrorblade, young G, Storm Spirit, Covisnine, Abaddon, xsvampire, Dark Willow, monodrama, Disruptor, 2, 38:51
future esport, loss, CDR, Lina, Night, Tiny, Irving, Dawnbreaker, imitator, Dark Willow, LOyd, Jakiro, Azure Ray, win, Monet, Sven, Somnus, Storm Spirit, JT-, Bristleback, Pyw, Clockwerk, xNova, Phoenix, 2, 24:54
Dark Tamplars, loss, Dobimaru, Anti-Mage, Sorrowsoul, Sand King, atlasX, Viper, Puppy, Pudge, kuki, Witch Doctor, Hellspawn, win, Hell_spawn, Medusa, Lipqa, Dark Seer, DealHaunt, Huskar, Innmaiser, Tusk, Umarunara, Zeus, 4, 49:11
Ghost Sheep, win, k@pib@r@, Razor, expected, Lina, emo2003, Timbersaw, Тиктоник, Shadow Demon, aloxa, Jakiro, Okak, loss, yvs, Shadow Shaman, abysmal, Skywrath Mage, balenci, Axe, tavt, Rubick, supamiq, Morphling, 4, 51:57
Hustlers, win, Polcamid, Chaos Knight, Frodo, Tiny, Dimidrol, Ogre Magi, REQSTICK, Clockwerk, Wannakms, Jakiro, ThunderLab, loss, exmamle, Zeus, Weslike, Tidehunter, Qurore, Puck, scream, Faceless Void, Sxx, Abaddon, 4, 31:51
Azure Dragons, loss, Alduin, Juggernaut, Flame, Muerta, Bahamut, Slardar, Tiamat, Weaver, Durandal, Treant Protector, Immortal Squad, win, Dreadlight, Lina, livesey, Pangolier, Lightcrawler, Underlord, Qimusavoz, Sniper, Shark, Crystal Maiden, 4, 32:44
VG, loss, Paparazi, Spectre, Ori, Queen of Pain, Yang, Timbersaw, Kaka, Earthshaker, Dy, Nature's Prophet, Xtreme , win, Ame, Drow Ranger, Xm, Storm Spirit, Xxs, Bristleback, XinQ, Shadow Shaman, poloson, Elder Titan, 2, 36:09
Virtus.pro, win, V-Tune, Terrorblade, Lorenof, Magnus, Daxak, Dark Seer, Antares, Bane, rein, Silencer, Nigma Galaxy, loss, Ghost, Kunkka, Suma1L-, Lina, No!ob™, Beastmaster, OmaR, Muerta, GH, Undying, 2, 42:19
LUNAR, loss, Noxen, Pudge, ardithjordan, Batrider, LV.Velm, Templar Assassin, teresaross, Ogre Magi, LV.Ashreaver, Timbersaw, Bright Crusaders, win, VittoBossG, Morphling, TwoFaced, Ember Spirit, Bandana, Legion Commander, Norbert, Lion, Satoru, Dark Willow, 4, 34:52
Marvelous Warriors, loss, renarr, Templar Assassin, Sele6rity, Earth Spirit, Fantasyy, Tidehunter, Blue Ivy, Zeus, kuro4ka, Tiny, Parallel eSports, win, Qundre, Visage, yonc, Meepo, Wheeha, Beastmaster, MeShuffle, Vengeful Spirit, bondik, Grimstroke, 4, 25:12
Ivory Team, win, Gohan, Sven, Ken, Kunkka, Rupido, Undying, Dric, Dark Willow, Grimz, Ringmaster, YG, loss, Ksh, Ursa, Young PH, Dragon Knight, JG, Pangolier, Skill Lay, Tusk, ZawRain, Silencer, 2, 49:38
Castawake, loss, Krish, Troll Warlord, Bob, Puck, Fbz, Beastmaster, DJ, Dark Willow, Castaway, Nature's Prophet, TFG, win, jikroy, Morphling, MamangDaya, Dragon Knight, db-, Death Prophet, dalul, Slark, Varizh, Crystal Maiden, 2, 30:39
Passion.ua, loss, Crystallize, Ursa, niche, Kunkka, BBODDY, Doom, QBFY, Muerta, kreker), Bane, Quan, win, Lukas, Sven, Ainkrad, Storm Spirit, Palantimos, Centaur Warrunner, Yerlan, Rubick, Mary_y, Death Prophet, 2, 44:29
Nethercore, loss, people better than me:nobody~, Morphling, empty, Ember Spirit, S4D4UCLO7, Centaur Warrunner, Yuui-, Zeus, yatorrent, Nature's Prophet, La Passion, win, Kerrigan, Razor, Vishenka, Axe, moonboyy, Spirit Breaker, eshkeree_enjoyer, Monkey King, Bankai, Shadow Demon, 4, 37:57
Immortal Squad, loss, Dreadlight, Nature's Prophet, livesey, Mars, Lightcrawler, Dark Seer, Qimusavoz, Bane, Shark, Snapfire, Hellspawn, win, Hell_spawn, Morphling, Lipqa, Storm Spirit, DealHaunt, Medusa, Innmaiser, Zeus, Umarunara, Lich, 4, 40:19
YkBros, win, flyfly, Terrorblade, Emo, Pangolier, old eLeVeN, Enigma, BoBoKa, Rubick, Oli~, Silencer, Team Curtain, loss, Summer, Ursa, Dolphin, Death Prophet, Nevermine, Dark Seer, Hara, Nyx Assassin, 性情中人, Shadow Shaman, 2, 34:15
Swift Knights, win, Pelfox, Templar Assassin, billyH, Void Spirit, Melnik, Wraith King, Diamond, Pugna, Doobie, Crystal Maiden, NOVA , loss, NP.infinity, Faceless Void, NP.Black l1ght, Ancient Apparition, NP.BlAze, Spirit Breaker, NP.chaveve, Tinker, NP.reneemartin, Lina, 4, 37:38
Crew X, loss, Bedbug, Luna, mischievous, Ember Spirit, jmixheal, Slardar, genstrichkh, Undying, gTolstui, Crystal Maiden, Big Bang, win, BoomBoom, Gyrocopter, realtockwtf, Leshrac, trapshitxd, Spirit Breaker, Kayurin`ho, Disruptor, SpottieOttie, Dazzle, 4, 29:46
Dark Tamplars, win, Dobimaru, Magnus, Sorrowsoul, Arc Warden, atlasX, Axe, Puppy, Dark Willow, kuki, Bane, Azure Dragons, loss, Alduin, Juggernaut, Flame, Void Spirit, Bahamut, Abaddon, Tiamat, Windranger, Durandal, Crystal Maiden, 4, 32:44
DARK , loss, wannacoffee, Muerta, Aboba, Magnus, Vahee, Pangolier, Denz, Dark Willow, SectumSempra, Crystal Maiden, Flawless Goblins, win, tinkywinky, Terrorblade, ZodiAc!, Shadow Fiend, Kreen, Pudge, Okoni, Rubick, Randing, Ogre Magi, 4, 28:41
TEIKO, loss, Kerrigan, Weaver, Vishenka, Dragon Knight, Glaidara XI, Windranger, moonboyy, Jakiro, akkiru1, Kunkka, Shinigami, win, empty, Mars, sakura, Ancient Apparition, kuroko~, Faceless Void, eshkeree_enjoyer, Void Spirit, Bankai, Shadow Demon, 4, 49:24
Iconic, win, Geremaya, Alchemist, saykeN, Spirit Breaker, Brachyo, Queen of Pain, prime, Pugna, GODCOMPLEX, Dragon Knight, Lighting Legends, loss, Kayabreaker, Sniper, Hlillo-, Sven, Rittori, Oracle, Jenkis, Rubick, Waronn, Axe, 4, 28:49
Foxy Gaming, win, Pudre, Batrider, babyface, Tiny, titik, Dawnbreaker, Exterminator, Tusk, ShinraTensei, Dark Willow, LSG, loss, Kintaro, Sven, Scorpion, Puck, Cyrax, Magnus, Quan Chi, Crystal Maiden, Nightwolf, Rubick, 4, 26:10
Excel Esport, loss, ukiyo, Ursa, ButterflyEffect, Storm Spirit, ss, Bristleback, Salad, Shadow Shaman, RedPanda, Silencer, Tearlaments, win, Erika, Terrorblade, EchozZ, Kunkka, Srf, Tiny, 7e, Dark Willow, zzq, Crystal Maiden, 2, 32:38
Kukuys, loss, Natsumi-, Bristleback, Yowe, Pangolier, Force, Centaur Warrunner, JuweL, Lion, Gabbi, Silencer, YG, win, Ksh, Ursa, Young PH, Void Spirit, JG, Beastmaster, Skill Lay, Tusk, ZawRain, Bane, 2, 57:06
Castawake, win, Krish, Morphling, Bob, Tiny, Fbz, Beastmaster, DJ, Rubick, Castaway, Elder Titan, IAP, loss, NeverAgain, Terrorblade, Yona, Puck, Neil, Mars, sagiri, Shadow Shaman, Jollibee, Chen, 2, 40:22
Project Achilles, loss, Scarycrow, Terrorblade, Ravenn, Visage, kitara, Kunkka, KiritO, Phoenix, ito, Rubick, Freedom Fighters, win, Imissed, Drow Ranger, Freedom13, Tinker, Xolli, Death Prophet, Akujin, Earthshaker, All_After_me, Bane, 4, 42:07
Arduina Gaming, win, Atenea, Morphling, 'Zaho, Marci, Mejor que tu ♡, Lina, Ferruzo, Kunkka, Tyrandiris, Jakiro, Five Pixels, loss, obvious, Monkey King, Lumi, Death Prophet, Rosalinda, Slardar, Shappire, Dark Willow, Yuki, Undying, 4, 40:18
HolyT, loss, HT.Consul, Luna, HT.kirito, Windranger, HT.Nagama, Timbersaw, HT.RAGNAR, Silencer, HT.NoticeMeSenpai, Tusk, HellBear, win, HH.Rakinu, Shadow Fiend, HH.Harbinger, Lina, HH.Bambula, Pudge, HH.Chedema, Rubick, HH.packout, Crystal Maiden, 4, 29:13
Darkness Gaming, loss, DG.ThunderRiver, Ursa, DG.hoxi, Pangolier, DG.Dreadlight, Dragon Knight, DG.Ndolal, Clockwerk, DG.dollymy, Crystal Maiden, Silent killer, win, sK.busow, Bristleback, sK.onenen, Sniper, sK.itras, Wraith King, sK.lotorimri, Spirit Breaker, sK.yacathem, Jakiro, 4, 23:20
Moonlight Wispers, win, Tiamani, Luna, indra, Dark Willow, TeRakudA, Underlord, BenZzarSi, Tusk, Stardust, Warlock, Prime Legion, loss, Unirraros, Terrorblade, Flastyle, Ember Spirit, Exmile, Dawnbreaker, Sqeemz, Skywrath Mage, unnv, Jakiro, 4, 32:00
Heroic, loss, Yuma, Sven, 4nalog <01, Monkey King, Wisper, Magnus, Scofield, Muerta, KJ, Oracle, Edge , win, payk, Gyrocopter, PiPi, Phoenix, Vitaly 誇り, Dark Seer, Michael~, Riki, Yadomi, Tusk, 2, 46:18
Wild Dragon, loss, WD.Kalanno, Juggernaut, WD.Nyac, Void Spirit, WD.Javi, Doom, WD.Darima, Mirana, WD.Hellen, Lion, Night Vision, win, NV.WaifuWarrior, Wraith King, NV.mintyfresh, Sniper, NV.popcorny, Windranger, NV.Volcanus, Omniknight, NV.Jupitera, Warlock, 4, 22:12
Freedom Fighters, win, Imissed, Spectre, Freedom13, Tiny, Xolli, Spirit Breaker, Akujin, Nature's Prophet, All_After_me, Snapfire, Prime Legion, loss, Unirraros, Sven, Flastyle, Ember Spirit, Exmile, Timbersaw, Sqeemz, Zeus, unnv, Ancient Apparition, 4, 39:43
Vertex Pack, win, vP.Helannt, Terrorblade, vP.Shelby, Zeus, vP.RatnBone, Legion Commander, vP.zikboss, Witch Doctor, vP.Pronto, Lich, TOXIC, loss, Tt. 1x1?, Shadow Fiend, Tt.Rottery, Storm Spirit, Tt.Wired, Tidehunter, Tt.Doopled, Vengeful Spirit, Tt.satasatasata, Crystal Maiden, 4, 26:54
Yakuza, win, mitokiromi, Batrider, kismet, Bristleback, karma , Lion, meow666, Windranger, Glaidara XI, Ember Spirit, La Passion, loss, Kerrigan, Huskar, moonboyy, Tusk, eshkeree_enjoyer, Abaddon, balenci, Magnus, Bankai, Nature's Prophet, 4, 28:29
Moonlight Wispers, win, Tiamani, Templar Assassin, indra, Nature's Prophet, TeRakudA, Axe, BenZzarSi, Snapfire, Stardust, Warlock, Project Achilles, loss, Scarycrow, Morphling, Ravenn, Kunkka, kitara, Mars, KiritO, Ringmaster, ito, Silencer, 4, 38:04
Heroic, win, Yuma, Terrorblade, 4nalog <01, Beastmaster, Wisper, Magnus, Scofield, Shadow Shaman, KJ, Ancient Apparition, OG.LATAM, loss, K1, Medusa, TaiLung, Sniper, ILICH-, Undying, Elmisho, Silencer, MoOz, Ringmaster, 2, 39:51
Okak, loss, yvs, Tusk, Sonic, Doom, balenci, Dawnbreaker, BladeM1ght, Leshrac, life enjoyer, Rubick, La Passion, win, people better than me:nobody~, Magnus, Kerrigan, Necrophos, aloxa, Weaver, moonboyy, Lion, bozhepomogi , Kunkka, 4, 32:51
Travoman, loss, iLTW, Troll Warlord, TpaBoMaH, Grimstroke, PETUSHARA, Dark Seer, Shiishak., Ringmaster, by_Owl, Spirit Breaker, RAMZES Team, win, Cooman, Tiny, UnderShock, Leshrac, RAMZES666, Legion Commander, Afoninje, Windranger, Ravshan, Witch Doctor, 2, 46:16
Sccc, loss, Monet, Lina, Sccc, Slardar, TZY, Bristleback, BoBoKa, Mirana, BurNIng , Naga Siren, Dy, win, Lou, Sven, Dstones-, Death Prophet, Maps, Dark Seer, Kaka, Tiny, Dy, Nature's Prophet, 3, 38:32
